Legacy_Serial_number,Material_Type,Material,Material_Description,Legacy_Field_Value,Material_Group,Old_material_number,Unit_of_Weight,Material_Description_1,Volume_Unit,Denominator,Display_Unit_Measure,Numerator,Base_Unit_of_Measure,Denominator_1,Numerator_1,Denominator_2,Display_Unit_Measure_1,Numerator_2,Base_Unit_of_Measure_1,Denominator_3,Display_Unit_Measure_2,Numerator_3,Base_Unit_of_Measure_2,DOMESTIC_FLAG,NO_STOCK_CHECK_IND,Legacy_Company_Code,POTXT,Manufacturer_Part_No_,Valid_From,Loading_Group,Material_Group_3,Valuation_Class,ZZ1_MM_RP_PLT,Process_Flag,Storage_Location_Extend,Material_Group_4,Denominator_4,Display_Unit_Measure_3,Numerator_4,Denominator_5,Display_Unit_Measure_4,Numerator_5,Item_Plan_Type,Effective_Till_Date,Plant_type_Legacy,HSN
30009_2026:07:01 17:55:17 499,ZICM,MA8FF0G5001,"1/4""DISCHARGE 1/4"",VALVE,ADVANCE",NO,MC SPARES,NEW,,"1/4""DISCHARGE 1/4"",VALVE,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,60,"VALVE, ADVANCE, 1/4""DISCHARGE 1/4"", APPLICABLE FOR","1/4""DISCHARGE 1/4""",,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 17:57:17 824,ZICM,MA8FF0EC009,"DRAIN VALVES,VALVE,OTHER",NO,MC SPARES,NEW,,"DRAIN VALVES,VALVE,OTHER",,1,,1,,0,0,0,,0,,0,,0,,,,60,"VALVE, OTHER, DRAIN VALVES, 	MATERIAL 0-STANDARD",DRAIN VALVES,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 17:59:13 511,ZICM,MACVE002000,"J5C-20,EVAPORATOR COIL,ADVANCE",NO,MC SPARES,NEW,,"J5C-20,EVAPORATOR COIL,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,60,"EVAPORATOR COIL, ADVANCE, J5C-20, APPLICABLE FOR A",J5C-20,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 18:01:13 179,ZICM,MA1V80M5000,"SB-PP02858-409,PCB,DAIKIN",NO,MC SPARES,NEW,,"SB-PP02858-409,PCB,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PCB, DAIKIN, SB-PP02858-409, RATED VOLTAGE 5 VOLT,",SB-PP02858-409,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 18:05:13 404,ZICM,MA9RP005000,"B1028A30047.04,WORK ROTATION SHAFT",NO,MC SPARES,NEW,,"B1028A30047.04,WORK ROTATION SHAFT",,1,,1,,0,0,0,,0,,0,,0,,,,60,"WORK ROTATION SHAFT, B1028A30047.04, PART NAME SHA",B1028A30047.04,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 18:31:18 275,ZICM,MA22G097000,"9NK-455-9T80,CLAMP PAD",NO,MC SPARES,NEW,,"9NK-455-9T80,CLAMP PAD",,1,,1,,0,0,0,,0,,0,,0,,,,60,"CLAMP PAD, 9NK-455-9T80, LENGTH 19 MM, WIDTH 12 MM",9NK-455-9T80,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 18:33:14 028,ZICM,MA1DY0XX000,"JIG-DCB250-300,PAD",NO,MC SPARES,NEW,,"JIG-DCB250-300,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PAD, JIG-DCB250-300, PART NAME PU PAD STOPER, LENG",JIG-DCB250-300,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:01 18:35:14 185,ZICN,MAFNT05Z000,"IPEH-004022,EMBEDDED SYSTEM",NO,IN CON NV,NEW,,"IPEH-004022,EMBEDDED SYSTEM",,1,,1,,0,0,0,,0,,0,,0,,,,60,"COMPONENTS FOR RESEARCH AND DEVELOPMENT, EMBEDDED",IPEH-004022,,,,3110.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 10:01:24 327,ZICM,MA7143PB000,"AIR CAP HN 400,MACHINE SPARES,ASAHI SUNA",NO,MC SPARES,NEW,,"AIR CAP HN 400,MACHINE SPARES,ASAHI SUNA",,1,,1,,0,0,0,,0,,0,,0,,,,60,"MACHINE SPARES, ASAHI SUNAC, AIR CAP HN 400, MODEL",AIR CAP HN 400,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 13:23:14 213,ZOES,990J0M69RTE-560,WAGONR VZZ+ AMT,EA,LOC COMP,,G,WAGONR VZZ+ AMT,CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,40,,,,0001,A,,,S,S,O,1,EA2,1,1,SU2,1,2701.0,9999-12-31,S,9999
30009_2026:07:02 13:33:14 853,ZOES,990J0M53TTE-280,ALTO K10 LE VXI+,EA,LOC COMP,,G,ALTO K10 LE VXI+,CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,40,,,,0001,A,,,S,S,O,1,EA2,1,1,SU2,1,2701.0,9999-12-31,S,9999
30009_2026:07:02 14:15:20 303,ZICM,MA8NM004000,"2511038,SEALING CHAMBER",NO,MC SPARES,NEW,,"2511038,SEALING CHAMBER",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SEALING CHAMBER, 2511038, ""OUTER DIA 210 MM, ""INNE",2511038,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 14:19:13 510,ZICM,MA8NM006000,"2511038-1,SEALING CHAMBER",NO,MC SPARES,NEW,,"2511038-1,SEALING CHAMBER",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SEALING CHAMBER, 2511038-1, ""OUTER  DIA"" 210 MM, ,",2511038-1,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 14:25:13 597,ZICN,MAGOS000000,"STORAGE TROLLEY,CUSTOMIZED",ST,IN CON NV,NEW,,"STORAGE TROLLEY,CUSTOMIZED",,1,,1,,0,0,0,,0,,0,,0,,,,60,"STORAGE TROLLEY, CUSTOMIZED, MILD STEEL CUSTOMIZED",,,,,3117.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 14:39:18 170,ZICM,MAFAY00A000,"ANNEXURE-1,PANEL",NO,MC SPARES,NEW,,"ANNEXURE-1,PANEL",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PANEL, ANNEXURE-1, TYPE MAIN ELECTRIC PANEL NO",ANNEXURE-1,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 14:45:20 364,ZICM,MA7R500X000,"952130000,COUNTER,SPERONI",NO,MC SPARES,NEW,,"952130000,COUNTER,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"COUNTER, SPERONI, 952130000, SPEC SCALE COUNTER CA",952130000,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 14:47:13 284,ZICM,MA6Q20BO000,"960181500-00,CABLE,SPERONI",NO,MC SPARES,NEW,,"960181500-00,CABLE,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"CABLE, SPERONI, 960181500-00, SPEC CONNECTOR CABLE",960181500-00,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 15:15:20 268,ZICM,IA9EL00M000,"CFT PART FEEDER DEVICE (210527),VIBRATOR",ST,MC SPARES,NEW,,"CFT PART FEEDER DEVICE (210527),VIBRATOR",,1,,1,,0,0,0,,0,,0,,0,,,,60,"VIBRATOR, NTN CORPORATION, CFT PART FEEDER DEVICE",CFT PART FEEDER DEVICE (210527),,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 15:53:18 440,ZICN,MAGOV000000,"TEMPORARY FUEL FILLING DEVICE,CUSTOMIZED",ST,IN CON NV,NEW,,"TEMPORARY FUEL FILLING DEVICE,CUSTOMIZED",,1,,1,,0,0,0,,0,,0,,0,,,,60,"TEMPORARY FUEL FILLING DEVICE, CUSTOMIZED, OTHERS",,,,,3111.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 16:25:19 300,ZICM,MAGOH000000,"608426-9151-000,JOYSTICK,CARL ZEISS",NO,MC SPARES,NEW,,"608426-9151-000,JOYSTICK,CARL ZEISS",,1,,1,,0,0,0,,0,,0,,0,,,,60,"JOYSTICK, CARL ZEISS, 608426-9151-000, USED IN ZEI",608426-9151-000,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 16:29:13 380,ZICM,MA59N00C000,"S-10-P-M50- C-V,BLADDER,EPE",NO,MC SPARES,NEW,,"S-10-P-M50- C-V,BLADDER,EPE",,1,,1,,0,0,0,,0,,0,,0,,,,60,"BLADDER, EPE, S-10-P-M50- C-V, CAPACITY 10 LT, GAS",S-10-P-M50- C-V,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:25:19 655,ZICM,MA8ZE00K000,"94-02-507 EAHT-076-03,PULSE CODER,SNK",NO,MC SPARES,NEW,,"94-02-507 EAHT-076-03,PULSE CODER,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PULSE CODER, SNK, 94-02-507 EAHT-076-03, MPG PULSE",94-02-507 EAHT-076-03,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:27:14 225,ZICM,MAAVI005000,"ADC-217-17K+S100 FOR 99- 50-501 Z07537A,",NO,MC SPARES,NEW,,"ADC-217-17K+S100 FOR 99- 50-501 Z07537A,",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PANEL COOLER FAN, SNK, ADC-217-17K+S100 FOR 99- 50",ADC-217-17K+S100 FOR 99- 50-501 Z07537A,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:31:19 250,ZICM,MAFMC004000,"GFT,GREASE NIPPLE,GROZ",ST,MC SPARES,NEW,,"GFT,GREASE NIPPLE,GROZ",,1,,1,,0,0,0,,0,,0,,0,,,,60,"GREASE NIPPLE, GROZ, GFT, GFT/6/1 TYPE  STRAIGHT H",GFT,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:47:13 525,ZICM,MA9KT07J000,"SF-PRF-IN 7.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRF-IN 7.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,60,"INDUCTION MOTOR, MITSUBISHI, SF-PRF-IN 7.5KW, SPEC",SF-PRF-IN 7.5KW,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:49:13 067,ZICM,MAAER00Z000,"TCP24-F6.3-31.5-MR1-B,GEAR PUMP,TOYOOKI",NO,MC SPARES,NEW,,"TCP24-F6.3-31.5-MR1-B,GEAR PUMP,TOYOOKI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"GEAR PUMP, TOYOOKI, TCP24-F6.3-31.5-MR1-B, APPLICA",TCP24-F6.3-31.5-MR1-B,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 17:51:12 459,ZICM,MABAN00B000,"01-01349, SS400,TELESCOPIC COVER,KOMATSU",NO,MC SPARES,NEW,,"01-01349, SS400,TELESCOPIC COVER,KOMATSU",,1,,1,,0,0,0,,0,,0,,0,,,,60,"TELESCOPIC COVER, KOMATSU, 01-01349, SS400, APPLIC","01-01349, SS400",,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 18:03:13 384,ZICN,MAFMN02F000,"P700,TRIAL PARTS,LENOVO",ST,IN CON NV,NEW,,"P700,TRIAL PARTS,LENOVO",,1,,1,,0,0,0,,0,,0,,0,,,,60,"TRIAL PARTS, LENOVO, P700, LENOVO THINKSTATION NO",P700,,,,3111.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 18:27:18 582,ZICM,MABML020000,"CAS/MP/MAINT/00-267-2,MANIFOLD",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-267-2,MANIFOLD",,1,,1,,0,0,0,,0,,0,,0,,,,60,"MANIFOLD, CAS/MP/MAINT/00-267-2, DESCRIPTION ITEM-",CAS/MP/MAINT/00-267-2,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 18:29:13 129,ZICM,MABML021000,"CAS/MP/MAINT/00-267-3,MANIFOLD",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-267-3,MANIFOLD",,1,,1,,0,0,0,,0,,0,,0,,,,60,"MANIFOLD, CAS/MP/MAINT/00-267-3, DESCRIPTION ITEM-",CAS/MP/MAINT/00-267-3,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 18:41:19 318,ZICM,MA6Q20BM000,"12AAN674,CABLE,MITUTOYO",NO,MC SPARES,NEW,,"12AAN674,CABLE,MITUTOYO",,1,,1,,0,0,0,,0,,0,,0,,,,60,"CABLE, MITUTOYO, 12AAN674, HEIGHT GAUGE LH 0-600 M",12AAN674,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30009_2026:07:02 18:43:13 901,ZICM,MA3OB09G000,"L6761-045-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-045-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SEAL, L6761-045-008-L, MATERIAL URETHAN RUBBER, HA",L6761-045-008-L,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30010_2026:07:01 09:39:20 289,ZICM,MA8EB01B000,"REGO-3127XA,SAFETY VALVE,REGO",NO,MC SPARES,NEW,,"REGO-3127XA,SAFETY VALVE,REGO",,1,,1,,0,0,0,,0,,0,,0,,,,20,"SAFETY VALVE, REGO, REGO-3127XA, SIZE 8 MM, SET PR",REGO-3127XA,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 10:35:23 009,ZICM,MA9JI01X000,"VS-L160CX,CAMERA,KEYENCE",NO,MC SPARES,NEW,,"VS-L160CX,CAMERA,KEYENCE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CAMERA, KEYENCE, VS-L160CX, ZOOM SMART CAMERA 1.6",VS-L160CX,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 12:33:20 468,ZICM,MA7143PA000,"1N2093 VALVE UNIT,MACHINE SPARES,ABB",NO,MC SPARES,NEW,,"1N2093 VALVE UNIT,MACHINE SPARES,ABB",,1,,1,,0,0,0,,0,,0,,0,,,,20,"MACHINE SPARES, ABB, 1N2093 VALVE UNIT, MODEL NO.",1N2093 VALVE UNIT,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 13:35:19 712,ZICM,MACSS00A000,"EA-SUTNRJ10A,BARREL NIPPLE,MISUMI",NO,MC SPARES,NEW,,"EA-SUTNRJ10A,BARREL NIPPLE,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"BARREL NIPPLE, MISUMI, EA-SUTNRJ10A, THREAD SIZE 3",EA-SUTNRJ10A,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 14:09:18 655,ZICM,MA42C008000,"MVB-K-2810-F-4W-FL,VIDEOSCOPES,MAARG TEC",NO,MC SPARES,NEW,,"MVB-K-2810-F-4W-FL,VIDEOSCOPES,MAARG TEC",,1,,1,,0,0,0,,0,,0,,0,,,,20,"VIDEOSCOPES, MAARG TECHNOLOGIES, MVB-K-2810-F-4W-F",MVB-K-2810-F-4W-FL,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 15:31:19 730,ZICM,MAB5J00D000,"071938,BARRIER RELAY,PEPPERL+FUCHS",NO,MC SPARES,NEW,,"071938,BARRIER RELAY,PEPPERL+FUCHS",,1,,1,,0,0,0,,0,,0,,0,,,,20,"BARRIER RELAY, PEPPERL+FUCHS, 071938, BARRIER RELA",071938,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 15:33:14 967,ZICM,MA8G500K000,"V1-G-BK,POWER CONNECTOR,PEPPERL+FUCHS",NO,MC SPARES,NEW,,"V1-G-BK,POWER CONNECTOR,PEPPERL+FUCHS",,1,,1,,0,0,0,,0,,0,,0,,,,20,"POWER CONNECTOR, PEPPERL+FUCHS, V1-G-BK, CONNECTOR",V1-G-BK,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 16:27:13 499,ZOES,3B105M58QB1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,51,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2707.0,9999-12-31,S,9999
30010_2026:07:01 16:57:19 097,ZICM,MAGC4003000,"FPRFTS,PROTECTOR,GENRIC",NO,MC SPARES,NEW,,"FPRFTS,PROTECTOR,GENRIC",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PROTECTOR, GENRIC, FPRFTS, ITEM NAME FLOOR PROTECT",FPRFTS,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:11:16 099,ZICM,MA98T001001,"DISTORSION FIXTURE SHEV R CASE,DISTORTIO",NO,MC SPARES,NEW,,"DISTORSION FIXTURE SHEV R CASE,DISTORTIO",,1,,1,,0,0,0,,0,,0,,0,,,,20,"DISTORTION FIXTURE, AS PER DRAWING, DISTORSION FIX",DISTORSION FIXTURE SHEV R CASE,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:25:14 463,ZICM,MA22D020000,"9NK3313210-00,PUSHER",NO,MC SPARES,NEW,,"9NK3313210-00,PUSHER",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PUSHER, 9NK3313210-00, LENGTH 266 MM, OD 37 MM",9NK3313210-00,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:53:18 593,ZICM,MA8FF0G5000,"1/4""SUCTION 1/4"",VALVE,ADVANCE",NO,MC SPARES,NEW,,"1/4""SUCTION 1/4"",VALVE,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"VALVE, ADVANCE, 1/4""SUCTION 1/4"", APPLICABLE FOR A","1/4""SUCTION 1/4""",,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:55:17 499,ZICM,MACVE001000,"PHE J22-26,EVAPORATOR COIL,ADVANCE",NO,MC SPARES,NEW,,"PHE J22-26,EVAPORATOR COIL,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"EVAPORATOR COIL, ADVANCE, PHE J22-26, APPLICABLE F",PHE J22-26,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:57:17 824,ZICM,MAFBU002000,"INDICATOR LAMP,INDICATOR",NO,MC SPARES,NEW,,"INDICATOR LAMP,INDICATOR",,1,,1,,0,0,0,,0,,0,,0,,,,20,"INDICATOR, COMFONOMICS DESIGN VENTURES LLP, INDICA",INDICATOR LAMP,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 17:59:13 511,ZICM,MAF74005000,"15"" X 20"" X 3R (1L+1R),CONDENSER COIL,AD",NO,MC SPARES,NEW,,"15"" X 20"" X 3R (1L+1R),CONDENSER COIL,AD",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CONDENSER COIL, ADVANCE, 15"" X 20"" X 3R (1L+1R), A","15"" X 20"" X 3R (1L+1R)",,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 18:01:13 179,ZICM,MA8Z006N000,"AC CONTROL V42_CHINA GOODS,CONTROLLER,AD",NO,MC SPARES,NEW,,"AC CONTROL V42_CHINA GOODS,CONTROLLER,AD",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CONTROLLER, ADVANCE, AC CONTROL V42_CHINA GOODS, A",AC CONTROL V42_CHINA GOODS,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 18:05:13 404,ZICM,MABV800C000,"SB-2P160641-1,FAN BLADE,DAIKIN",NO,MC SPARES,NEW,,"SB-2P160641-1,FAN BLADE,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,20,"FAN BLADE, DAIKIN, SB-2P160641-1, FAN TYPE HELICE",SB-2P160641-1,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 18:31:18 275,ZICM,MA1Q30KW000,"GG-EB100C89-B,PLATE",NO,MC SPARES,NEW,,"GG-EB100C89-B,PLATE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PLATE, GG-EB100C89-B, PART NAME PLATE L, LENGTH 18",GG-EB100C89-B,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:01 18:33:14 028,ZICM,MA47201O000,"B1028A20018.02,BUTTING PAD",NO,MC SPARES,NEW,,"B1028A20018.02,BUTTING PAD",,1,,1,,0,0,0,,0,,0,,0,,,,20,"BUTTING PAD, B1028A20018.02, PART NAME ROTOR BUTTI",B1028A20018.02,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 13:23:14 213,ZOES,990J0M69RTE-560,WAGONR VZZ+ AMT,EA,LOC COMP,,G,WAGONR VZZ+ AMT,CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,45,,,,0001,A,,,S,S,O,1,EA2,1,1,SU2,1,2702.0,9999-12-31,S,9999
30010_2026:07:02 13:33:14 853,ZOES,990J0M53TTE-280,ALTO K10 LE VXI+,EA,LOC COMP,,G,ALTO K10 LE VXI+,CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,45,,,,0001,A,,,S,S,O,1,EA2,1,1,SU2,1,2702.0,9999-12-31,S,9999
30010_2026:07:02 14:15:20 303,ZICM,MA8NM003000,"2603044,SEALING CHAMBER",NO,MC SPARES,NEW,,"2603044,SEALING CHAMBER",,1,,1,,0,0,0,,0,,0,,0,,,,20,"SEALING CHAMBER, 2603044, ""OUTER  DIA"" 220 MM, ""IN",2603044,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 14:19:13 510,ZICM,MA16T08D000,"AH165-P3B33,SELECTOR SWITCH,FUJI",NO,MC SPARES,NEW,,"AH165-P3B33,SELECTOR SWITCH,FUJI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"SELECTOR SWITCH, FUJI, AH165-P3B33, MOUNTING HOLE",AH165-P3B33,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 14:25:13 597,ZICN,MAGOT000000,"TRANSFER TROLLEY,CUSTOMIZED",ST,IN CON NV,NEW,,"TRANSFER TROLLEY,CUSTOMIZED",,1,,1,,0,0,0,,0,,0,,0,,,,20,"TRANSFER TROLLEY, CUSTOMIZED, MILD STEEL CUSTOMIZE",,,,,3117.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 14:39:18 170,ZICM,MAFAY00B000,"ANNEXURE-2 HMI PANEL,PANEL",NO,MC SPARES,NEW,,"ANNEXURE-2 HMI PANEL,PANEL",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PANEL, ANNEXURE-2 HMI PANEL, TYPE HMI PANEL",ANNEXURE-2 HMI PANEL,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 14:45:20 365,ZICM,MA0OI135000,"952130003,CABLE,SPERONI",NO,MC SPARES,NEW,,"952130003,CABLE,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CABLE, SPERONI, 952130003, SPEC USB CABLE, LENGTH",952130003,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 14:47:13 284,ZICM,MAAHL019000,"SM23165D-CLASS5-0.28/045NM,MOTOR,SPERONI",NO,MC SPARES,NEW,,"SM23165D-CLASS5-0.28/045NM,MOTOR,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"MOTOR, SPERONI, SM23165D-CLASS5-0.28/045NM, SPEC S",SM23165D-CLASS5-0.28/045NM,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 16:25:19 300,ZICM,MA9P206J000,"D10101,CHAIN,TIDC",NO,MC SPARES,NEW,,"D10101,CHAIN,TIDC",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CHAIN, TIDC, D10101, NO. OF LINK 82 NO, PITCH 15.8",D10101,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 16:29:13 380,ZICM,MAGOR000000,"G8610A,PORTABLE HELIUM LEAK DETECTOR,AGI",NO,MC SPARES,NEW,,"G8610A,PORTABLE HELIUM LEAK DETECTOR,AGI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PORTABLE HELIUM LEAK DETECTOR, AGILENT, G8610A, FU",G8610A,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 17:47:13 525,ZICM,MA9KT07F000,"SF-PR-IN 7.5KW,INDUCTION MOTOR,MITSUBISH",NO,MC SPARES,NEW,,"SF-PR-IN 7.5KW,INDUCTION MOTOR,MITSUBISH",,1,,1,,0,0,0,,0,,0,,0,,,,20,"INDUCTION MOTOR, MITSUBISHI, SF-PR-IN 7.5KW, SPEC.",SF-PR-IN 7.5KW,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 17:49:13 067,ZICM,MA2FL02R001,"51-01-523 342435000SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-523 342435000SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,20,"DISTRIBUTOR, SNK, 51-01-523 342435000SP, APPLICABL",51-01-523 342435000SP,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30010_2026:07:02 17:51:12 459,ZICM,MA2FL02R002,"51-01-524 342453000SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-524 342453000SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,20,"DISTRIBUTOR, SNK, 51-01-524 342453000SP, APPLICABL",51-01-524 342453000SP,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
